raw_value,clean_for_rules,category,changed_by_cleaning
MOLD: : SEE MYCOLOGY CULTURE FOR ID,MOLD: : SEE MYCOLOGY CULTURE FOR ID,other,No
MOLD: SEE MYCOLOGY CULTURE FOR ID,MOLD: SEE MYCOLOGY CULTURE FOR ID,other,No
MOLD: SEE MYCOLOGY CULTURE FOR ID.,MOLD: SEE MYCOLOGY CULTURE FOR ID.,other,No
MS,MS,other,No
MV 100%; ecmo 100% sweep 15,MV 100%; ecmo 100% sweep 15,other,No
MV 30%,MV 30%,other,No
"MV 30%, ECMO 50%","MV 30%, ECMO 50%",other,No
"MV 30%, PS 5/5, VV ECMO 1.5 Sweep, 100%","MV 30%, PS 5/5, VV ECMO 1.5 Sweep, 100%",other,No
"MV 30%, VA ECMO 70% sweep 2","MV 30%, VA ECMO 70% sweep 2",other,No
"MV 30%, VA ECMO 70%, sweep 1","MV 30%, VA ECMO 70%, sweep 1",other,No
"MV 30%, VA ECMO sweep 3 100%","MV 30%, VA ECMO sweep 3 100%",other,No
MV 30%; VA ECMO 70% sweep 2,MV 30%; VA ECMO 70% sweep 2,other,No
MV 40%,MV 40%,other,No
"MV 40%, VV ECMO 100%","MV 40%, VV ECMO 100%",other,No
"MV 40%, VV ECMO 100% sweep 1","MV 40%, VV ECMO 100% sweep 1",other,No
MV 40%; VV ECMO 100% sweep 1,MV 40%; VV ECMO 100% sweep 1,other,No
MV 45%,MV 45%,other,No
MV 50%,MV 50%,other,No
"MV 50% 40L, VA ECMO 100%","MV 50% 40L, VA ECMO 100%",other,No
MV 50% VV ECMO sweep 0.5 100%,MV 50% VV ECMO sweep 0.5 100%,other,No
MV 50% VV ECMO sweep 1 100%,MV 50% VV ECMO sweep 1 100%,other,No
MV 60%,MV 60%,other,No
MV 60% 3L/min,MV 60% 3L/min,other,No
"MV 60%, ECMO 100%","MV 60%, ECMO 100%",other,No
"MV 60%, VV ECMO sweep 0.5 100%","MV 60%, VV ECMO sweep 0.5 100%",other,No
MV 60%; Sweep 1 VV ECMO 100%,MV 60%; Sweep 1 VV ECMO 100%,other,No
MV 70%,MV 70%,other,No
MV FiO2 30%,MV FiO2 30%,other,No
MV FiO2 35%,MV FiO2 35%,other,No
MV PS 5/5 30%,MV PS 5/5 30%,other,No
"MV PS 5/5 30%, VV ECMO 100%, sweep 1.5","MV PS 5/5 30%, VV ECMO 100%, sweep 1.5",other,No
MV PS 5/5 40%,MV PS 5/5 40%,other,No
MV PS 7 / peep : 5 fio2: 25,MV PS 7 / peep : 5 fio2: 25,other,No
MV PS 7/ peep: 5 fio2: 25,MV PS 7/ peep: 5 fio2: 25,other,No
MV fiO2 30%,MV fiO2 30%,other,No
"MV fio2"" 60%","MV fio2"" 60%",other,No
"MV fio2: 50 peep: 5, VT: 420 VCAC","MV fio2: 50 peep: 5, VT: 420 VCAC",other,No
MZ,MZ,other,No
M_,M_,other,No
Malassezia furfur,Malassezia furfur,other,No
Malassezia pachydermatis,Malassezia pachydermatis,other,No
Malbranchea species,Malbranchea species,other,No
Many Achromobacter species,Many Achromobacter species,other,No
Many Achromobacter xylosoxidans,Many Achromobacter xylosoxidans,other,No
Many Acinetobacter baumannii,Many Acinetobacter baumannii,other,No
Many Acinetobacter baumannii complex,Many Acinetobacter baumannii complex,other,No
Many Acinetobacter calcoaceticus,Many Acinetobacter calcoaceticus,other,No
Many Acinetobacter radioresistens,Many Acinetobacter radioresistens,other,No
Many Aerococcus urinae,Many Aerococcus urinae,other,No
Many Aeromonas species,Many Aeromonas species,other,No
Many Alcaligenes faecalis,Many Alcaligenes faecalis,other,No
Many Alpha streptococcus,Many Alpha streptococcus,other,No
Many Beta Streptococcus,Many Beta Streptococcus,other,No
Many Beta Streptococcus group C,Many Beta Streptococcus group C,other,No
Many Beta Streptococcus group G,Many Beta Streptococcus group G,other,No
Many Bordetella trematum,Many Bordetella trematum,other,No
Many Burkholderia cepacia complex,Many Burkholderia cepacia complex,other,No
Many Candida albicans,Many Candida albicans,other,No
Many Candida auris,Many Candida auris,other,No
Many Candida krusei,Many Candida krusei,other,No
Many Candida parapsilosis,Many Candida parapsilosis,other,No
Many Candida tropicalis,Many Candida tropicalis,other,No
Many Chryseobacterium indologenes,Many Chryseobacterium indologenes,other,No
Many Citrobacter amalonaticus,Many Citrobacter amalonaticus,other,No
Many Citrobacter farmeri,Many Citrobacter farmeri,other,No
Many Citrobacter freundii,Many Citrobacter freundii,other,No
Many Citrobacter freundii complex,Many Citrobacter freundii complex,other,No
Many Citrobacter koseri,Many Citrobacter koseri,other,No
Many Citrobacter youngae,Many Citrobacter youngae,other,No
Many Corynebacterium amycolatum,Many Corynebacterium amycolatum,other,No
Many Corynebacterium species,Many Corynebacterium species,other,No
"Many Corynebacterium species, not urealyticum","Many Corynebacterium species, not urealyticum",other,No
Many Coryneform bacteria,Many Coryneform bacteria,other,No
Many Delftia acidovorans,Many Delftia acidovorans,other,No
Many Enterobacter aerogenes (Klebsiella aerogenes),Many Enterobacter aerogenes (Klebsiella aerogenes),other,No
Many Enterobacter cloacae complex,Many Enterobacter cloacae complex,other,No
Many Enterobacter gergoviae,Many Enterobacter gergoviae,other,No
Many Enterobacter hormaechei,Many Enterobacter hormaechei,other,No
Many Enterococcus avium,Many Enterococcus avium,other,No
Many Enterococcus casseliflavus,Many Enterococcus casseliflavus,other,No
Many Enterococcus faecalis,Many Enterococcus faecalis,other,No
Many Enterococcus faecium,Many Enterococcus faecium,other,No
Many Enterococcus species,Many Enterococcus species,other,No
Many Enterococcus-like colonies,Many Enterococcus-like colonies,other,No
Many Escherichia coli,Many Escherichia coli,other,No
Many Gemella morbillorum,Many Gemella morbillorum,other,No
Many Gemella species,Many Gemella species,other,No
Many Haemophilus influenzae,Many Haemophilus influenzae,other,No
Many Klebsiella oxytoca,Many Klebsiella oxytoca,other,No
Many Klebsiella pneumoniae,Many Klebsiella pneumoniae,other,No
Many Kluyvera species,Many Kluyvera species,other,No
Many Lactobacillus species,Many Lactobacillus species,other,No
Many Lelliottia amnigena,Many Lelliottia amnigena,other,No
Many Leukocytes,Many Leukocytes,other,No
Many Meropenem-Resistant Acinetobacter Baumannii,Many Meropenem-Resistant Acinetobacter Baumannii,other,No
Many Methicillin Resistant Staphylococcus aureus,Many Methicillin Resistant Staphylococcus aureus,other,No
Many Moraxella catarrhalis,Many Moraxella catarrhalis,other,No
Many Morganella morganii,Many Morganella morganii,other,No
"Many Neisseria species, not gonorrhoeae or meningitidis","Many Neisseria species, not gonorrhoeae or meningitidis",other,No
Many Pasteurella multocida,Many Pasteurella multocida,other,No
Many Probable Candida albicans,Many Probable Candida albicans,other,No
Many Probable Staphylococcus aureus,Many Probable Staphylococcus aureus,other,No
Many Probable Streptococcus anginosus group,Many Probable Streptococcus anginosus group,other,No
Many Probable candida albicans,Many Probable candida albicans,other,No
Many Proteus mirabilis,Many Proteus mirabilis,other,No
Many Proteus species,Many Proteus species,other,No
Many Proteus vulgaris,Many Proteus vulgaris,other,No
Many Providencia rettgeri,Many Providencia rettgeri,other,No
Many Providencia stuartii,Many Providencia stuartii,other,No
Many Pseudomonas aeruginosa,Many Pseudomonas aeruginosa,other,No
Many Pseudomonas aeruginosa mucoid,Many Pseudomonas aeruginosa mucoid,other,No
Many Pseudomonas aeruginosa non-mucoid,Many Pseudomonas aeruginosa non-mucoid,other,No
Many Pseudomonas fluorescens,Many Pseudomonas fluorescens,other,No
Many Pseudomonas mendocina,Many Pseudomonas mendocina,other,No
Many Pseudomonas putida,Many Pseudomonas putida,other,No
Many Pseudomonas species,Many Pseudomonas species,other,No
"Many Pseudomonas species, not aeruginosa","Many Pseudomonas species, not aeruginosa",other,No
Many Pseudomonas stutzeri,Many Pseudomonas stutzeri,other,No
Many Pseudomonas-like colonies,Many Pseudomonas-like colonies,other,No
Many Raoultella ornithinolytica,Many Raoultella ornithinolytica,other,No
Many Raoultella planticola,Many Raoultella planticola,other,No
Many Serratia liquefaciens,Many Serratia liquefaciens,other,No
Many Serratia marcescens,Many Serratia marcescens,other,No
Many Serratia rubidaea,Many Serratia rubidaea,other,No
Many Staphylococcus aureus,Many Staphylococcus aureus,other,No
Many Staphylococcus epidermidis,Many Staphylococcus epidermidis,other,No
Many Staphylococcus hominis,Many Staphylococcus hominis,other,No
Many Staphylococcus lugdunensis,Many Staphylococcus lugdunensis,other,No
Many Staphylococcus pseudintermedius/intermedius ,Many Staphylococcus pseudintermedius/intermedius,other,Yes
Many Staphylococcus-like colonies,Many Staphylococcus-like colonies,other,No
Many Stenotrophomonas maltophilia,Many Stenotrophomonas maltophilia,other,No
Many Streptococcus agalactiae,Many Streptococcus agalactiae,other,No
Many Streptococcus anginosus,Many Streptococcus anginosus,other,No
Many Streptococcus anginosus group,Many Streptococcus anginosus group,other,No
Many Streptococcus pneumoniae,Many Streptococcus pneumoniae,other,No
Many Streptococcus pyogenes,Many Streptococcus pyogenes,other,No
Many Tsukamurella species,Many Tsukamurella species,other,No
Many Viridans group Streptococcus,Many Viridans group Streptococcus,other,No
Many Viridans strep-like colonies,Many Viridans strep-like colonies,other,No
Many Yeast,Many Yeast,other,No
Many Yeast-See Mycology Culture,Many Yeast-See Mycology Culture,other,No
Mask 50%,Mask 50%,other,No
Mech Vent 30% FiO2,Mech Vent 30% FiO2,other,No
"Mech Vent 40%, Rate 14, Peep 5","Mech Vent 40%, Rate 14, Peep 5",other,No
"Mech Vent 40%, rate 14, peep 5","Mech Vent 40%, rate 14, peep 5",other,No
Mech Vent FiO2 40%,Mech Vent FiO2 40%,other,No
"Mech Vent VC rate 14, peep 5, 40%","Mech Vent VC rate 14, peep 5, 40%",other,No
"Mech Vent, 40%, Peep 5, raret 14","Mech Vent, 40%, Peep 5, raret 14",other,No
"Mech Vent, 40%, Rate 14, Peep 5","Mech Vent, 40%, Rate 14, Peep 5",other,No
"Mech vent PS 7 Peep: 5, Fio2: 25","Mech vent PS 7 Peep: 5, Fio2: 25",other,No
Meropenem-Resistant Acinetobacter Baumannii,Meropenem-Resistant Acinetobacter Baumannii,other,No
Methicillin Resistant Staphylococcus aureus,Methicillin Resistant Staphylococcus aureus,other,No
Microbacterium flavescens,Microbacterium flavescens,other,No
Microbacterium paraoxydans,Microbacterium paraoxydans,other,No
Microbacterium species,Microbacterium species,other,No
Micrococcus luteus,Micrococcus luteus,other,No
Micrococcus luteus/lylae,Micrococcus luteus/lylae,other,No
Micrococcus species,Micrococcus species,other,No
Micrococcus-like colonies,Micrococcus-like colonies,other,No
Microsporum canis,Microsporum canis,other,No
Mixed flora in small #'s. Includes Strep agalactiae,Mixed flora in small #'s. Includes Strep agalactiae,other,No
Moderate,Moderate,other,No
Moderate ++,Moderate ++,other,No
Moderate Achromobacter denitrificans,Moderate Achromobacter denitrificans,other,No
Moderate Achromobacter species,Moderate Achromobacter species,other,No
Moderate Achromobacter xylosoxidans,Moderate Achromobacter xylosoxidans,other,No
Moderate Acinetobacter baumannii,Moderate Acinetobacter baumannii,other,No
Moderate Acinetobacter baumannii complex,Moderate Acinetobacter baumannii complex,other,No
Moderate Acinetobacter haemolyticus,Moderate Acinetobacter haemolyticus,other,No
Moderate Acinetobacter junii,Moderate Acinetobacter junii,other,No
Moderate Acinetobacter species,Moderate Acinetobacter species,other,No
Moderate Acinetobacter ursingii,Moderate Acinetobacter ursingii,other,No
Moderate Aerococcus urinae,Moderate Aerococcus urinae,other,No
Moderate Aeromonas hydrophila group,Moderate Aeromonas hydrophila group,other,No
Moderate Alcaligenes species,Moderate Alcaligenes species,other,No
Moderate Aspergillus fumigatus,Moderate Aspergillus fumigatus,other,No
Moderate Beta Streptococcus group C,Moderate Beta Streptococcus group C,other,No
Moderate Beta Streptococcus group G,Moderate Beta Streptococcus group G,other,No
"Moderate Beta Streptococcus, not group A","Moderate Beta Streptococcus, not group A",other,No
Moderate Bordetella bronchiseptica,Moderate Bordetella bronchiseptica,other,No
Moderate Brevundimonas diminuta,Moderate Brevundimonas diminuta,other,No
Moderate Burkholderia cepacia complex,Moderate Burkholderia cepacia complex,other,No
Moderate Burkholderia cepacia group,Moderate Burkholderia cepacia group,other,No
Moderate Candida albicans,Moderate Candida albicans,other,No
Moderate Candida auris,Moderate Candida auris,other,No
Moderate Candida dubliniensis,Moderate Candida dubliniensis,other,No
Moderate Candida glabrata,Moderate Candida glabrata,other,No
Moderate Candida krusei,Moderate Candida krusei,other,No
Moderate Candida lusitaniae,Moderate Candida lusitaniae,other,No
Moderate Candida parapsilosis,Moderate Candida parapsilosis,other,No
Moderate Candida tropicalis,Moderate Candida tropicalis,other,No
Moderate Chryseobacterium indologenes,Moderate Chryseobacterium indologenes,other,No
Moderate Citrobacter amalonaticus,Moderate Citrobacter amalonaticus,other,No
Moderate Citrobacter braakii,Moderate Citrobacter braakii,other,No
Moderate Citrobacter freundii,Moderate Citrobacter freundii,other,No
Moderate Citrobacter freundii complex,Moderate Citrobacter freundii complex,other,No
Moderate Citrobacter koseri,Moderate Citrobacter koseri,other,No
Moderate Corynebacterium amycolatum,Moderate Corynebacterium amycolatum,other,No
"Moderate Corynebacterium species, not urealyticum","Moderate Corynebacterium species, not urealyticum",other,No
Moderate Coryneform bacteria,Moderate Coryneform bacteria,other,No
Moderate Cupriavidus gilardii,Moderate Cupriavidus gilardii,other,No
Moderate Delftia acidovorans,Moderate Delftia acidovorans,other,No
Moderate Elizabethkingia anophelis,Moderate Elizabethkingia anophelis,other,No
Moderate Elizabethkingia meningoseptica,Moderate Elizabethkingia meningoseptica,other,No
Moderate Elizabethkingia miricola,Moderate Elizabethkingia miricola,other,No
Moderate Enterobacter aerogenes (Klebsiella aerogenes),Moderate Enterobacter aerogenes (Klebsiella aerogenes),other,No
Moderate Enterobacter cloacae complex,Moderate Enterobacter cloacae complex,other,No
Moderate Enterobacter hormaechei,Moderate Enterobacter hormaechei,other,No
Moderate Enterobacter ludwigii,Moderate Enterobacter ludwigii,other,No
Moderate Enterococcus avium,Moderate Enterococcus avium,other,No
Moderate Enterococcus faecalis,Moderate Enterococcus faecalis,other,No
Moderate Enterococcus faecium,Moderate Enterococcus faecium,other,No
Moderate Enterococcus gallinarum,Moderate Enterococcus gallinarum,other,No
Moderate Enterococcus species,Moderate Enterococcus species,other,No
Moderate Enterococcus-like colonies,Moderate Enterococcus-like colonies,other,No
Moderate Escherichia coli,Moderate Escherichia coli,other,No
Moderate Escherichia coli-like colonies,Moderate Escherichia coli-like colonies,other,No
Moderate Gemella morbillorum,Moderate Gemella morbillorum,other,No
Moderate Haemophilus influenzae,Moderate Haemophilus influenzae,other,No
Moderate Hafnia alvei,Moderate Hafnia alvei,other,No
Moderate Klebsiella oxytoca,Moderate Klebsiella oxytoca,other,No
Moderate Klebsiella pneumoniae,Moderate Klebsiella pneumoniae,other,No
Moderate Klebsiella species,Moderate Klebsiella species,other,No
Moderate Klebsiella variicola,Moderate Klebsiella variicola,other,No
Moderate Lactobacillus sp,Moderate Lactobacillus sp,other,No
Moderate Lactobacillus species,Moderate Lactobacillus species,other,No
Moderate Lactococcus species,Moderate Lactococcus species,other,No
Moderate Lelliottia amnigena,Moderate Lelliottia amnigena,other,No
Moderate Leukocytes,Moderate Leukocytes,other,No
Moderate Meropenem-Resistant Acinetobacter Baumannii,Moderate Meropenem-Resistant Acinetobacter Baumannii,other,No
Moderate Methicillin Resistant Staphylococcus aureus,Moderate Methicillin Resistant Staphylococcus aureus,other,No
Moderate Moraxella catarrhalis,Moderate Moraxella catarrhalis,other,No
Moderate Morganella morganii,Moderate Morganella morganii,other,No
Moderate Myroides species,Moderate Myroides species,other,No
"Moderate Neisseria species, not gonorrhoeae or meningitidis","Moderate Neisseria species, not gonorrhoeae or meningitidis",other,No
Moderate Ochrobactrum anthropi,Moderate Ochrobactrum anthropi,other,No
Moderate Pantoea agglomerans,Moderate Pantoea agglomerans,other,No
Moderate Pantoea species,Moderate Pantoea species,other,No
Moderate Pluralibacter gergoviae,Moderate Pluralibacter gergoviae,other,No
Moderate Probable Staphylococcus aureus,Moderate Probable Staphylococcus aureus,other,No
Moderate Probable Streptococcus anginosus group,Moderate Probable Streptococcus anginosus group,other,No
Moderate Probable candida albicans,Moderate Probable candida albicans,other,No
Moderate Proteus mirabilis,Moderate Proteus mirabilis,other,No
Moderate Proteus penneri,Moderate Proteus penneri,other,No
Moderate Proteus species,Moderate Proteus species,other,No
Moderate Proteus vulgaris,Moderate Proteus vulgaris,other,No
Moderate Providencia rettgeri,Moderate Providencia rettgeri,other,No
Moderate Providencia stuartii,Moderate Providencia stuartii,other,No
Moderate Pseudomonas aeruginosa,Moderate Pseudomonas aeruginosa,other,No
Moderate Pseudomonas aeruginosa mucoid,Moderate Pseudomonas aeruginosa mucoid,other,No
Moderate Pseudomonas aeruginosa non-mucoid,Moderate Pseudomonas aeruginosa non-mucoid,other,No
Moderate Pseudomonas fluorescens,Moderate Pseudomonas fluorescens,other,No
Moderate Pseudomonas fluorescens/putida,Moderate Pseudomonas fluorescens/putida,other,No
Moderate Pseudomonas putida,Moderate Pseudomonas putida,other,No
Moderate Pseudomonas species,Moderate Pseudomonas species,other,No
Moderate Pseudomonas-like colonies,Moderate Pseudomonas-like colonies,other,No
Moderate Raoultella ornithinolytica,Moderate Raoultella ornithinolytica,other,No
Moderate Raoultella planticola,Moderate Raoultella planticola,other,No
Moderate Raoultella species,Moderate Raoultella species,other,No
Moderate Serratia liquefaciens,Moderate Serratia liquefaciens,other,No
Moderate Serratia marcescens,Moderate Serratia marcescens,other,No
Moderate Serratia odorifera,Moderate Serratia odorifera,other,No
Moderate Serratia rubidaea,Moderate Serratia rubidaea,other,No
Moderate Staphylococcus aureus,Moderate Staphylococcus aureus,other,No
Moderate Staphylococcus epidermidis,Moderate Staphylococcus epidermidis,other,No
Moderate Staphylococcus haemolyticus,Moderate Staphylococcus haemolyticus,other,No
Moderate Staphylococcus lugdunensis,Moderate Staphylococcus lugdunensis,other,No
Moderate Staphylococcus pseudintermedius/intermedius ,Moderate Staphylococcus pseudintermedius/intermedius,other,Yes
Moderate Staphylococcus-like colonies,Moderate Staphylococcus-like colonies,other,No
Moderate Stenotrophomonas maltophilia,Moderate Stenotrophomonas maltophilia,other,No
Moderate Stenotrophomonas species,Moderate Stenotrophomonas species,other,No
Moderate Streptococcus anginosus,Moderate Streptococcus anginosus,other,No
Moderate Streptococcus anginosus group,Moderate Streptococcus anginosus group,other,No
Moderate Streptococcus gallolyticus ssp. pasteurianus,Moderate Streptococcus gallolyticus ssp. pasteurianus,other,No
Moderate Streptococcus mitis/Streptococcus oralis,Moderate Streptococcus mitis/Streptococcus oralis,other,No
Moderate Streptococcus pneumoniae,Moderate Streptococcus pneumoniae,other,No
Moderate Streptococcus pyogenes,Moderate Streptococcus pyogenes,other,No
Moderate Vanco Resistant Enterococcus,Moderate Vanco Resistant Enterococcus,other,No
Moderate Viridans group Streptococcus,Moderate Viridans group Streptococcus,other,No
Moderate Viridans strep-like colonies,Moderate Viridans strep-like colonies,other,No
Moderate Yeast,Moderate Yeast,other,No
"Moderate Yeast, not candida albicans","Moderate Yeast, not candida albicans",other,No
Moderate Yeast-See Mycology Culture,Moderate Yeast-See Mycology Culture,other,No
Moderate Yeast-like organism,Moderate Yeast-like organism,other,No
Moderate- 40 mg/dL,Moderate- 40 mg/dL,other,No
Mold,Mold,other,No
Mold Referred To Mycology,Mold Referred To Mycology,other,No
Mold: unable to further ID,Mold: unable to further ID,other,No
Moraxella catarrhalis,Moraxella catarrhalis,other,No
Moraxella osloensis,Moraxella osloensis,other,No
Moraxella species,Moraxella species,other,No
Morganella morganii,Morganella morganii,other,No
Mucor species,Mucor species,other,No
Mycobacterium abscessus,Mycobacterium abscessus,other,No
Mycobacterium abscessus ssp abscessus,Mycobacterium abscessus ssp abscessus,other,No
Mycobacterium avium,Mycobacterium avium,other,No
Mycobacterium chelonae,Mycobacterium chelonae,other,No
Mycobacterium cosmeticum,Mycobacterium cosmeticum,other,No
Mycobacterium fortuitum group,Mycobacterium fortuitum group,other,No
Mycobacterium mucogenicum,Mycobacterium mucogenicum,other,No
Mycobacterium not tuberculosis,Mycobacterium not tuberculosis,other,No
Mycobacterium phocaicum,Mycobacterium phocaicum,other,No
Mycobacterium species,Mycobacterium species,other,No
Myroides species,Myroides species,other,No
N,N,other,No
N.C. 6 L,N.C. 6 L,other,No
N/A,N/A,other,No
N/C 2l/min,N/C 2l/min,other,No
N/C 3L,N/C 3L,other,No
N/C 4L,N/C 4L,other,No
N/C 6L,N/C 6L,other,No
N/C 6L VV S3.5 100%,N/C 6L VV S3.5 100%,other,No
N/C VIA 2L,N/C VIA 2L,other,No
N/S,N/S,other,No
N/c 3L,N/c 3L,other,No
NA,NA,other,No
NASAL CANNULAR 2 LITERS,NASAL CANNULAR 2 LITERS,other,No
NBR 10L/min,NBR 10L/min,other,No
NC,NC,other,No
NC  1L,NC 1L,other,Yes
NC  5L,NC 5L,other,Yes
NC 0.5,NC 0.5,other,No
NC 0.5 L,NC 0.5 L,other,No
NC 0.5 L/min,NC 0.5 L/min,other,No
NC 0.5L,NC 0.5L,other,No
NC 1,NC 1,other,No
NC 1 L,NC 1 L,other,No
NC 1 L/min,NC 1 L/min,other,No
NC 1 LITER,NC 1 LITER,other,No
NC 1 Liter,NC 1 Liter,other,No
NC 1 Lpm,NC 1 Lpm,other,No
NC 1 l/min,NC 1 l/min,other,No
"NC 1 l/min, ECMO 80%, 1.5 L","NC 1 l/min, ECMO 80%, 1.5 L",other,No
NC 1 liter,NC 1 liter,other,No
NC 1.5L,NC 1.5L,other,No
"NC 1/2L, ECMO 100%/2L","NC 1/2L, ECMO 100%/2L",other,No
NC 1L,NC 1L,other,No
NC 1L / VA ECMO 100% 2LPM,NC 1L / VA ECMO 100% 2LPM,other,No
NC 1L /min,NC 1L /min,other,No
"NC 1L, ECMO sweep off","NC 1L, ECMO sweep off",other,No
NC 1L/min,NC 1L/min,other,No
"NC 1L; ECMO 100% , Sweep 2.5","NC 1L; ECMO 100% , Sweep 2.5",other,No
NC 1LPM,NC 1LPM,other,No
"NC 1LPM, VVE S 3, FiO2 100%","NC 1LPM, VVE S 3, FiO2 100%",other,No
NC 1lpm,NC 1lpm,other,No
NC 2,NC 2,other,No
NC 2  liters,NC 2 liters,other,Yes
NC 2 L,NC 2 L,other,No
NC 2 L/min,NC 2 L/min,other,No
"NC 2 L/min, ECMO FiO2: 100, Sweep 2","NC 2 L/min, ECMO FiO2: 100, Sweep 2",other,No
NC 2 LITERS,NC 2 LITERS,other,No
NC 2 LPM,NC 2 LPM,other,No
NC 2 l/min,NC 2 l/min,other,No
NC 2 liters,NC 2 liters,other,No
NC 2L,NC 2L,other,No
"NC 2L per Rosenfield, Andrew Justin, RN","NC 2L per Rosenfield, Andrew Justin, RN",other,No
NC 2L with Nitric @ 20,NC 2L with Nitric @ 20,other,No
"NC 2L, ECMO 100%/2L","NC 2L, ECMO 100%/2L",other,No
"NC 2L, ECMO 90%/4.5L","NC 2L, ECMO 90%/4.5L",other,No
"NC 2L, VA ECMO 100% sweep 3","NC 2L, VA ECMO 100% sweep 3",other,No
"NC 2L, VA ECMO sweep 4 100%","NC 2L, VA ECMO sweep 4 100%",other,No
"NC 2L, VV ECMO 100%/Sw 1","NC 2L, VV ECMO 100%/Sw 1",other,No
"NC 2L, VV ECMO 100%/sweep 1","NC 2L, VV ECMO 100%/sweep 1",other,No
NC 2L. VA ECMO 100% sweep 3,NC 2L. VA ECMO 100% sweep 3,other,No
NC 2L/ VV ECMO RFiO2 100%/sweep2,NC 2L/ VV ECMO RFiO2 100%/sweep2,other,No
NC 2L/min,NC 2L/min,other,No
NC 2L; ECMO S1/100%,NC 2L; ECMO S1/100%,other,No
"NC 2L; ECMO S3, 100%","NC 2L; ECMO S3, 100%",other,No
NC 2LPM,NC 2LPM,other,No
"NC 2LPM, ECMO 65%","NC 2LPM, ECMO 65%",other,No
"NC 2LPM, VA ECMO fio2 70%","NC 2LPM, VA ECMO fio2 70%",other,No
NC 2PM,NC 2PM,other,No
NC 2lpm,NC 2lpm,other,No
NC 3 L,NC 3 L,other,No
NC 3 L/min,NC 3 L/min,other,No
"NC 3 L/min, VA ECMO 90%, Sweep 4","NC 3 L/min, VA ECMO 90%, Sweep 4",other,No
NC 3 Lpm,NC 3 Lpm,other,No
NC 3 l/min,NC 3 l/min,other,No
"NC 3 l/min, iNO 20 ppm","NC 3 l/min, iNO 20 ppm",other,No
NC 3 liters,NC 3 liters,other,No
NC 3L,NC 3L,other,No
"NC 3L / VA ECMO S4, 4-4.1, 80%","NC 3L / VA ECMO S4, 4-4.1, 80%",other,No
"NC 3L, ECMO 100%/1L","NC 3L, ECMO 100%/1L",other,No
NC 3L/min,NC 3L/min,other,No
"NC 3L; ECMO S3, 100%","NC 3L; ECMO S3, 100%",other,No
NC 3LPM,NC 3LPM,other,No
"NC 3LPM, sweep 3","NC 3LPM, sweep 3",other,No
NC 3LPM/ VA ECMO fio2 100%,NC 3LPM/ VA ECMO fio2 100%,other,No
NC 4 L,NC 4 L,other,No
NC 4 L/min,NC 4 L/min,other,No
NC 4 LITERS,NC 4 LITERS,other,No
NC 4 Lpm,NC 4 Lpm,other,No
NC 4 l/min,NC 4 l/min,other,No
"NC 4 l/min, ECMO 100%/6, Flows 4.4","NC 4 l/min, ECMO 100%/6, Flows 4.4",other,No
NC 4 liters,NC 4 liters,other,No
NC 4L,NC 4L,other,No
"NC 4L, VA ECMO flow 3.7, fio2: 70%, sweep .5","NC 4L, VA ECMO flow 3.7, fio2: 70%, sweep .5",other,No
NC 4L/min,NC 4L/min,other,No
"NC 4L/min ECMO 100%, sweep 6","NC 4L/min ECMO 100%, sweep 6",other,No
NC 4LPM,NC 4LPM,other,No
NC 4lpm,NC 4lpm,other,No
NC 5 L,NC 5 L,other,No
NC 5 L O2,NC 5 L O2,other,No
NC 5 L/min,NC 5 L/min,other,No
NC 5 liters,NC 5 liters,other,No
NC 5%,NC 5%,other,No
NC 5L,NC 5L,other,No
NC 5L / ECMO,NC 5L / ECMO,other,No
NC 5L VA fio2 100% sweep 2,NC 5L VA fio2 100% sweep 2,other,No
"NC 5L, ECMO 80% S2","NC 5L, ECMO 80% S2",other,No
NC 5L/min,NC 5L/min,other,No
"NC 5L; ECMO S3, 100%","NC 5L; ECMO S3, 100%",other,No
NC 5lpm,NC 5lpm,other,No
NC 6 L/min,NC 6 L/min,other,No
